word	meaning
relic	遺物；遺風，遺俗[C][（+of）]；紀念物[C][（+of）]
remainder	剩餘物；其餘的人[the S][G]；【數】差數；餘數，餘項[C][the S] 剩餘的；吃剩的 削價出售（剩書等）[H]
reminiscent	回憶往事的；懷舊的；好回憶往事的，喜愛懷舊的
renowned	有名的；有聲譽的
reproduce	繁殖，生殖；複製；翻拍；複寫；再上演 繁殖，生殖；被複製
reptile	爬行動物；爬蟲類；可鄙的人，卑鄙屈節的小人 爬行動物（似）的；爬行的；卑下的，卑躬屈節的
resent(ment)	憤慨；怨恨[+v-ing]；
reside	住，居住；駐在[Q]；（權力，權利等）屬於，歸於[（+in）]
resistant	抵抗的；抗......的；防......的 抵抗者；防染劑
respective	分別的；各自的[B]
restoration	恢復；復位；復辟；修復；復原；整修；重建
restrain	抑制，遏制；控制，限制；約束，阻止[（+from）]
restraint	抑制；克制[U][C]；控制；阻止；禁運[U][C]
retort	反擊；就......進行報復；反駁，回嘴說[+that] 反擊；報復；反駁，回嘴[（+on/upon）] 反擊；回嘴；反駁[C][U]
retrieve	重新得到，收回；（獵犬）銜回（被擊中的獵物） （獵犬等）銜回獵物 復得，收回，取回；恢復；【電腦】檢索
revelation	揭示；暴露；顯示[U][C]；被揭露的真相[C][+（that）]
revival	甦醒；復活；再生[C][U]；復興，再流行[C][U]
revive	甦醒；復甦；恢復精力，復元；恢復生機 使甦醒；使復甦；使恢復精力，使復元；使恢復生機
revolt	反叛；起義；造反[（+against）]；厭惡，反感[（+at/from/against）] 使厭惡，使反感，使噁心 反叛，起義，造反[C][U][（+against）]；厭惡，反感，噁心[U][S]
revolve	旋轉，自轉[（+on）]；沿軌道轉[（+round/about）] 使旋轉；反覆思考，斟酌
rigorous	嚴格的；嚴厲的；苛刻的；嚴酷的；嚴峻的
ripple	漣漪，細浪；波紋[C]；（頭髮的）波浪式；（衣裙的）褶子[C] 輕輕蕩漾；起漣漪；（頭髮等）呈波狀 使起漣漪；使呈波狀；使發出潺潺聲
rivalry	競爭；對抗[U][（+with）]；競爭行為；對抗行為[P1]
roam	漫步；漫遊；流浪[Q][（+about/through/around）] 在......漫步；漫遊；在......流浪 漫步；漫遊；流浪[S]
robust	強健的；茁壯的；健全的；結實的，堅固耐用的
rotate	旋轉，轉動[（+around）]；循環，輪流 使旋轉，使轉動；使輪流；輪換 【植】輻狀的
rotation	旋轉；【天】自轉；循環；輪流，交替；（農作物的）輪作
royalty	（總稱）皇族或王族（成員）[U][G]；王位；王權；王威[U]
rubbish	垃圾；廢物；廢話；無聊的想法 抨擊；貶低
rugged	高低不平的；粗糙的；粗線條的；多皺紋的；粗壯的，強健的；能吃苦耐勞的
ruthless	無情的，殘忍的；硬著心腸下定決心的，堅決的
salute	向......行禮，向......致敬；（以正式禮儀）祝賀；向......致意；迎接 行禮，致敬；致意，打招呼 敬禮[C]；敬禮姿勢[the S]；致敬；致意[C][U]
salvage	海難救助；搶救；挽救；救助酬金 救助；營救；搶救；挽救[（+from）]；打撈
sanitation	公共衛生，環境衛生；衛生設備，盥洗設備；下水道設施
savage	野性的；兇猛的；殘酷的；猛烈的；未開化的，野蠻的，原始的 野蠻人，未開化的；殘暴成性的人 （狗等）亂咬；兇猛地攻擊；激烈抨擊；粗暴地對待
scenic	風景的；景色秀麗的；描繪實景的[Z]
scorn	輕蔑；藐視[U][（+for）]；嘲笑；奚落[U] 輕蔑；藐視；拒絕；不屑做[+to-v][+v-ing] 表示輕蔑，表示鄙視
scrape	刮，擦；括（或擦）乾淨；刮落，擦去，削掉[O][（+off/away/out）] 刮，擦[（+on/against）]；刮（或擦）出刺耳聲[（+on/against）] 刮，擦；挖；擦傷；擦痕
screwdriver	螺絲起子；螺絲刀
scroll	卷軸；裱成卷軸的古書；畫卷；名冊 使成卷形；用渦卷飾裝飾 （似卷軸般）捲起（或展開）
scrutiny	詳細的檢查；仔細的觀察[U][C]；監視，監督[U][C]
sculptor	雕刻家[C]
seagull/gull	海鷗
seduce	誘惑；引誘；誘使墮落（或犯罪）[O]；誘姦
selective	有選擇性的；有選擇能力的
serene	安詳的；穩重的；晴朗的，無雲的；明亮的
sergeant	陸軍中士；海軍陸戰隊中士；【英】空軍中士
serial	連續的；一連串的；一系列的；分期刊載的；連載的 連載小說（或圖畫等）；連續影片；電視連續劇；（分期連載作品的）一個部分
sermon	布道，說教；（令人生厭的）冗長講話
serving	服務；侍候；（食物、飲料等）一份
setback	挫折；失敗；倒退；（疾病的）復發
shabby	破爛的；破舊的；邋遢的，骯髒的
sharpen	削尖，磨快；使敏銳；使敏捷 變尖；變鋒利；變得敏銳
shaver	理髮師；刮鬍鬚的用具
shortcoming	缺點，短處[P1]
shortsighted	近視的；目光短淺的，缺乏遠見的
shred	碎片，碎條；破布[P1][（+of）]；（通常用於否定句）最少量；些許；少量剩餘[S1][（+of）] 切成條狀；切絲；用碎紙機撕毀（文件）
shriek	尖叫；喊叫；發出尖聲；（尖叫似地）促人注意 尖聲發出[（+out）]；尖聲地表明 尖叫聲；尖聲[C]
shrub	矮樹；灌木[C]
shuffle	拖著腳走[Q]；跳曳步舞 拖著（腳）走；跳（曳步舞） 曳行，曳步[S]；曳步舞[S]
shutter	關閉者；關閉物；百葉窗；活動遮板[P] 為......裝百葉窗（或快門等）；關上......的百葉窗（或快門等）[H]
simplicity	簡單，簡易；簡明[U]；簡明易懂的事物[P]
simplify	簡化，精簡；使單純；使平易
simultaneous	同時發生的，同時存在的；同步的，一齊的[Z][（+with）]
skeptical	懷疑論的，不可知論的；懷疑宗教教條的
skim	撇去......表面的浮物；撇去，去除[（+off/away）] 飛快地掠過（或滑過）[（+over）]；瀏覽，略讀[（+through/over）] 撇；撇去的東西[U]；表面層[S][（+of）]
slang	俚語；行話；（盜賊等的）黑話，切口 【主英】用粗話罵；【英】【俚】欺騙，詐取 用粗話罵[（+at）]
slash	（用刀，劍等）砍；砍擊；砍傷，割傷；揮（劍，鞭等）；鞭打 猛砍，亂砍；揮擊[（+at）]；（雨）猛烈衝打[Q] 猛砍，亂砍；揮擊；砍傷，砍痕
slaughter	（食用牲口的）屠宰；（以人為對象的）（大）屠殺 宰殺，屠宰；殺戮，屠殺
slay	【書】殺死，殺害；【美】【俚】（過去式和過去分詞常作slayed）使大為高興，使禁不住大笑 殺死；致死
sloppy	稀薄的；【口】懶散的
slum	貧民窟；陋巷[the P]；【口】髒亂的地方 （為獵奇或救濟等）去貧民窟
slump	（突然或沉重地）倒下，陷落[Q][（+down）]；（物價等）下跌；（經濟等）衰落；（健康等）下降 使倒下；使降低；使衰落 暴跌；下降；不景氣；消沉，萎靡；衰退
sly	狡猾的，狡詐的；詭祕的，悄悄的
smuggle	走私，非法私運；偷運；偷帶 走私
sneaker(s)	【美】運動鞋
sneaky	鬼鬼祟祟的；暗中的
sneeze	噴嚏（聲）[C] 打噴嚏
snore	打鼾 打著鼾度過（時間）[（+away）] 打鼾；鼾聲[C]
sociable	好交際的；善交際的；社交性的，交際的 【美】社交聚會，聯誼會[C]
socialism	社會主義[U]
socialist	社會主義者；（大寫）社會黨黨員，社會黨人 社會主義（者）的；（大寫）社會黨人的
socialize	使適於社會生活；使符合群體生活之需要 參與社交；交際
sociology	社會學；【生】群體生態學
solemn	嚴肅的；莊重的；莊嚴的；隆重的；鄭重的
solidarity	團結；團結一致
solitary	單獨的，獨自的[Z][B]；單個的，唯一的[Z][B] 獨居者；隱士[C]；單獨監禁[U]
solitude	孤獨；寂寞；隱居[U]；冷僻（處）；荒涼（之地）[C][U]
soothe	安慰，撫慰；使平靜；哄；緩和；減輕 起撫慰（或鎮定）作用
sorrowful	悲傷的，傷心的；令人傷心的
sovereign	君主，元首；最高統治者；主權國家 最高統治者的；擁有最高統治權的；具有獨立主權的
spacecraft/spaceship	太空船
span	礅距；跨度；一段時間 （橋、拱等）橫跨，跨越；在......架橋；在......上建拱門
sparrow	麻雀[C]
spectacle	公開展示，場面；景象；奇觀，壯觀
spiral	螺旋（形）；螺線；蜷線；螺旋形的東西 螺旋（形）的；螺線的；蜷線的；盤旋的 盤旋；成螺旋形；螺旋形上升（或下降）；不斷加劇地增加（或減少） 使成螺旋形；使作螺旋形上升（或下降）
splendor	光輝；光彩[U]；壯麗；壯觀；輝煌[U][C]
spokesperson/spokesman/spokeswoman	發言人
spontaneous	自發的；非出於強制的；（動作等）無意識的，不由自主的
sportsman/sportswoman	喜好運動的人；喜好打獵等戶外運動的人；運動員，運動家；具有運動家品格的人
sportsmanship	運動員精神，運動道德；光明正大；運動技術；對運動的愛好
spotlight	（舞臺等的）聚光燈；聚光燈照明圈[C]；公眾注意的中心[the S] 聚光照明；使公眾注意；使突出醒目
spur	馬刺，靴刺；刺激，激勵；鼓舞[（+to）] 用靴刺踢[（+on）]；鞭策，鼓勵[（+on）] 策馬飛奔；急速前進；給予刺激
stabilize	使穩定，使穩固；平抑......的價格 穩定；安定
stagger	搖搖晃晃，蹣跚而行；猶豫，動搖；畏縮 使搖晃，使蹣跚；使猶豫（或畏縮） 搖晃，蹣跚[C]；（家畜）暈倒症[P][J]
staple	主要產品[P1]；主要商品；日常必需品[P1] 主要的；大宗生產的；經常需要的；經常用的 （按纖維長短）把......分級；把......分類
starvation	飢餓；挨餓；餓死[U]
statesman	政治家[C]
stationary	不動的；不增減的；定居的；常備軍的 不動的人（物）；常備軍
stationery	文具；信紙[U]
stature	身高，身材；（物體的）高度
statute	法令，法規；成文法；章程，規則；條例
stepchild	妻與前夫所生的孩子；夫與前妻所生的孩子；不受重視的人（或東西）；受到冷落的人（或東西）
stepfather	繼父，後父[C]
stepmother	繼母，後母[C]
stimulation	刺激；興奮；激勵；鼓舞[U]
strait	海峽[P1][J]；困境，危難[P] 【古】狹窄的；緊的；困難的；苦惱的
strangle	扼死；勒死；絞死；扼住，悶住，使窒息 被扼死；被勒死；被絞死；窒息而死
stray	迷路，走失；走散[（+from）]；閒逛；流浪 迷路的，走失的；流浪的 迷路者；流浪者
stride	邁大步走；跨，越[（+over/across）] 大踏步走過；跨過，越過 （一）大步，闊步；步幅；步姿[C]；進展，進步[P1]
stroll	散步，溜達；緩步走；流浪，（為謀生）輾轉各地 在......散步 散步；閒逛[S]
stun	把......打昏，使昏迷；使大吃一驚；使目瞪口呆[H] 打昏；昏迷；驚倒，驚歎；令人震驚的事物；令人驚歎的事物
stutter	結結巴巴地說話 結結巴巴地說出 結巴，口吃
stylish	時髦的，流行的；漂亮的
subjective	主觀的，主觀上的；個人的
subordinate	下級的[（+to）]；次要的；隸屬的[（+to）] 部下，部屬；下級職員[C]
subscribe	認捐；捐助[（+to）]；（在文件等下面）簽（名），署（名）[（+to）][O9] 認捐；捐款[（+to）]；訂閱；訂購（書籍等）[（+to/for）]
subscription	捐款，認捐[U][（+to）]；同意，贊成[C]
subsidize	給......津貼，補助，資助；用錢買通，向......行賄
succession	連續，接續[U]；一連串，一系列[S][（+of）]
successive	連續的，相繼的；依次的；接替的，後繼的；繼承的
suffocate	使窒息；把......悶死；扼制，壓制；阻礙 窒息，呼吸困難；被悶死；受扼制；受阻礙
suitcase	小型旅行箱；手提箱[C]
summon	召喚；傳喚；請求；要求[?]；召集
superficial	表面的；外表的[Z]；面的；面積的，平方的[Z]
superintendent	監督人，監管者；（機關，企業等的）主管，負責人
superiority	優越，優勢；上等；優等；上級[U][S1][（+to/over/in）]
superstitious	迷信的；因迷信而形成的
supplement	增補，補充[（+to）]；（書籍的）補遺；附錄；（報刊等的）增刊，副刊[（+to）]
suppress	鎮壓，平定；壓制；查禁；廢止；封鎖
surge	大浪，波濤；（波濤的）洶湧；奔騰 （海浪）洶湧；奔騰[Q]；（人）蜂擁而至[Q]
surgical	外科的；外科醫生的；外科（手術）用的[B]
surname	姓；別名，外號，綽號 給......姓氏；以姓氏稱呼；給......起別名（或綽號）；以別名（或綽號）稱呼
surpass	勝過；優於；大於；多於[（+in）]；非......所能辦到（或理解）
suspense	掛慮；擔心；懸念；懸疑；懸而不決，未定
suspension	懸掛，懸吊；懸浮；懸置[U]；暫停；中止；停職；停學[U][（+of/from）]
swamp	沼澤；沼澤地[C][U]；困境[C] 使陷入沼澤；使濕透；使沉沒；淹沒 陷入沼澤（或水中）；下沉；被淹沒
swarm	（昆蟲等的）群；蜂群；（密集的）一大群，一大批 （蜜蜂）分群[（+off）]；成群地移動（或飛行） 擠滿
symbolize	象徵，標誌；用符號表示[（+by）] 採用象徵，使用符號
symmetry	對稱（性）[U]；勻稱；整齊；對稱美[U]
sympathize	同情；憐憫；吊慰；體諒，諒解
symphony	交響樂，交響曲；【美】交響樂團，交響樂隊
synonym	同義字；類義字；【生】（分類學中的）同物異名
synthetic	綜合（性）的；合成的，人造的 合成物；合成纖維[C]
syrup	糖漿；果汁；【醫】含藥糖漿；單糖漿
tan	鞣（皮），硝（皮）；使曬成棕褐色 曬成棕褐色 鞣料，鞣酸[U]；棕褐色；曬成的棕褐膚色[U][S] 鞣革的；棕褐色的
tedious	冗長乏味的；使人厭煩的
telecommunications	電信學；電信
teller	敘述者；講故事者；【美】（銀行）出納員
tempo	【音】速度，拍子；發展進行速度
tenant	房客；佃戶；承租人；住戶，居住者 租，租賃[H]；居住於[H]
tentative	試驗性的，嘗試的；暫時性的；躊躇的，猶豫的
terrace	大陽臺；（庭院中的）露臺；平臺屋頂；（球場等周圍的）露天階梯看臺[P1] 使成梯形地；使有露臺（或平臺屋頂等）
textile	紡織品；紡織原料[C] 紡織的
thereafter	【書】之後，以後
thermometer	溫度計，寒暑表[C]
tilt	使傾斜；使翹起；使偏斜 傾斜；翹起；偏向 傾斜；傾側[C][U]；傾向，偏向[C][U]
tiptoe	腳趾尖；腳尖[C] 踮起腳走；躡手躡腳地走 踮著腳
tiresome	使人疲勞的；令人厭倦的；討厭的，煩人的
token	標記，標誌；象徵；紀念品 作為標記（或標誌）的；象徵性的；意思意思的；充場面的；裝點門面的；僅一點點的 表示；象徵
tornado	龍捲風；旋風；颶風；（非洲西部的）大雷颮
torrent	（水、熔岩等的）奔流；洪流；（雨的）傾注[P1]
trademark	商標；（人或物的）標記，特徵 用商標標明；給......的商標註冊；登記......作為商標
transcript	抄本，謄本；副本；（錄音的）文字記錄
transmit	傳送，傳達；傳（光、熱、聲等）；傳動 播送信號；發報
transplant	移植；移種[（+from/to）]；使移居[（+to）] 移居[（+to）]；耐移植
treasury	金庫；庫房；國庫[C]；寶庫，寶藏，珍藏室[C]
trek	艱苦跋涉；緩慢地行進；移居；離開 （牛）拉（車）；搬運 集體移居；（長途而辛苦的）旅行
trifle	小事，瑣事[C]；瑣碎的東西；小玩意兒，小裝飾品[C] 開玩笑；戲弄；小看，輕視 浪費；虛度[（+away）]
trillion	【英】百萬兆，一百萬的三次冪；【美】萬億，兆，一千的四次冪 【英】百萬兆的，一百萬的三次冪的；【美】萬億的，兆的，一千的四次冪的
tropic	回歸線[C]；熱帶[the P] 熱帶的；熱帶地方的
trout	鱒魚，鮭鱒魚[C]
trustee	（財產、業務等的）受託管理人；（學校、社團等的）理事會理事，董事 移交（財產或管理權）給受託人；【律】扣壓（債戶財產）以償欠款
tuck	把......塞進，把......藏入[O]；把......的邊塞到下面（或裡面） 縫褶襉；摺疊；收攏 （衣服等的）褶襉；打褶[C]；船尾突出部[C]
turmoil	騷動；混亂[U][C]
twilight	微明；薄暮；微光[U]；黃昏；黎明[U] 曙暮光的；微明的；昏暗的；衰落時期的；暮年的，晚期的
twinkle	（星等）閃爍；閃耀；（經光照耀而）閃閃發光 使閃爍；使閃耀；閃閃發出 閃爍，閃耀[the S]；（眼睛的）閃亮[S1]
unanimous	全體一致的；一致同意的；無異議的
unconditional	無條件的；絕對的
underestimate	低估；對......估計不足
underneath	在......下面，在......底下；在......的形式下；在......的喬裝下 在下面，在底下 下面的，底層的 下面，底部[the S]
underpass	【美】地下通道，下穿交叉道
underway	在進行中的
unification	統一；一致；聯合
unify	使成一體，統一，聯合；使相同；使一致 成一體，統一；成一致
unveil	除去......的面紗（或覆蓋物）；揭開......的幕；使公諸於眾；揭露 除去面紗（或覆蓋物）；揭幕；揭露出來
upright	挺直的，筆直的；豎的，直立的，垂直的 挺直地；垂直地；豎著 垂直；豎立[U]；直立的東西；柱[C] 使豎立
uprising	起義；暴動[C]；上升；起立；起床[U]
upward	向上的；升高的[B] 向上；在上面；以上；超過
upward/upwards	向上；在上面；以上；超過
urgency	緊急；迫切；催促；堅持
usher	（劇場等的）引座員，接待員；（法庭的）庭吏；（大學等的）門房，傳達員 引，領；招待；陪同[O][（+in/out）]；迎接[（+in）] 當引座員
utensil	器皿，用具[C]
utter	發出（聲音等）；說，講；表達；使流通；使用（尤指偽幣） 完全的，徹底的，十足的；無條件的，絕對的
vaccine	牛痘的；疫苗的 牛痘苗；疫苗
vanilla	【植】香子蘭；香草[C]；香子蘭浸液；香草精[U] 香草的；香草味的；平凡的；普通的；乏味的
vanity	自負；虛榮（心）[U]；虛幻；無意義，無益[U]
vapor	水汽，汽，蒸汽；煙霧[U][C]；無實質之物；幻想[C] 使汽化；蒸發；使憂鬱 汽化；蒸發；吹牛
veil	面紗，面罩[C]；帷幕；遮蔽物[S][（+of）] 以面紗遮掩；用帷幕分隔 戴面紗；【攝】出現輕度灰霧
velvet	天鵝絨，絲絨；天鵝絨裙衫 天鵝絨製的；用天鵝絨覆蓋的；天鵝絨似的，柔軟光滑的
versatile	多才多藝的；多功能的；多方面適用的
veterinarian/vet	【美】獸醫
veto	否決；否決權；否決權的行使[C][U]；禁止；反對[C][（+on）] 否決；禁止；反對
vibrate	顫動；振動；震動；（情感上）被撼動；感應，共鳴[（+to）] 使顫動；使振動；使震動；使擺動；用擺動指示
vibration	顫動；振動；震動[C][U]；擺動；搖擺[C][U]
vice	惡，邪惡[U]
victor	勝利者，戰勝者；得勝者[C]
vigor	體力；精力；活力；（動，植物的）強健，茁壯
vigorous	精力充沛的；壯健的；強有力的
villa	別墅；【英】（城郊）住宅
villain	壞人，惡棍；（戲劇、小說中的）反派角色，反面人物
vine	藤，藤蔓（植物）；葡萄樹 爬藤；形成藤蔓
vineyard	葡萄園[C]
violinist	小提琴手[C]
virgin	處女，未婚女子；（大寫）聖母瑪利亞[the S] 處女的，貞潔的[B]；純潔的，未玷汙的
vitality	活力，生氣；生命力
vocation	行業，職業[C]；（對特定職業的）稟性，傾向，才能[S][（+for）]
vocational	職業的[Z]
vowel	【文】母音；母音字母
wag	愛說笑打趣的人，能言善辯的人[C]；【英】【俚】逃學[the S] 【英】【俚】逃學[（+from）]
walnut	胡桃；胡桃樹[C]；胡桃木[U]
ward	病房，病室[C]；【主英】牢房[C] 【古】保護，守衛；避開；擋開；避免[（+off）]
wardrobe	衣櫥，衣櫃，藏衣室；（個人的）全部服裝；（劇團的）全部戲裝
warrant	授權；批准[U]；【律】授權令；逮捕狀；搜查令[C] 授權給；批准；使有（正當）理由，成為......的根據[+v-ing]
warranty	保證書；保單；擔保
waterproof	不透水的，防水的 防水材料；防水布[U]；【主英】雨衣[C] 使不透水，使防水；把......上膠
weary	疲倦的，疲勞的[（+with）]；厭倦的，厭煩的[F][（+of/with）] 使疲倦；使厭煩 疲倦；厭煩
wharf	碼頭；停泊處[C] 使（船）靠碼頭；把（貨物）卸在碼頭上 靠碼頭
whiskey/whisky	威士忌酒[U]；一杯威士忌酒[C]
wholesale	批發，躉售[U] 批發的；成批售出的；大批的；大規模的；不加區別的；全部的 以批發方式；大批地；大規模地；不加區別地；全部地 批發（貨物） 成批售出；經營批發業
wholesome	合乎衛生的；有益健康的；有益於身心健康的；有益的
widow/widower	寡婦[C]
withhold	抑制；阻擋；不給；保留[（+from）] 克制，自制[（+from）]
woe	悲哀；悲痛[U]；困難；災難；不幸[C][P1] （表示痛苦，悲傷或悔恨）哎喲，唉
woodpecker	啄木鳥[C]
workforce	"the people engaged in or available for work, either in a country or area or in a particular firm or industry"
wrestle	與......摔角，摔（角）；與......搏鬥 摔角，角力[（+with/against）]；鬥爭，搏鬥[（+with）] 摔角，角力；鬥爭，搏鬥
wrinkle	皺；皺紋；困難；難題 使起皺紋[（+up）] 起皺紋，皺起來
yearn	思念；渴望；嚮往[（+for/after/towards）][+to-v]；同情，憐憫[（+for/after）]
yoga	（亦作Y-）（印度的）瑜珈；瑜珈功
yogurt	酸奶；優格；= yoghurt
zoom	發出嗡嗡聲；（飛機）陡直上升；（物價）直線上升 使發嗡嗡聲；使急遽上升 嗡嗡聲；急遽上升
